"DATE","PRODUCT","WEIGHTED_AVG_IN_EURO"
"2022-08-30","ELECTRICITY","0.5427"
"2022-08-31","ELECTRICITY","0.5427"
"2022-09-01","ELECTRICITY","0.5460"
"2022-09-02","ELECTRICITY","0.5464"
"2022-09-03","ELECTRICITY","0.5464"
"2022-09-04","ELECTRICITY","0.5464"
"2022-09-05","ELECTRICITY","0.5464"
"2022-09-06","ELECTRICITY","0.6222"
"2022-09-07","ELECTRICITY","0.6225"
"2022-09-08","ELECTRICITY","0.6363"
"2022-09-09","ELECTRICITY","0.6556"
"2022-09-10","ELECTRICITY","0.6561"
"2022-09-11","ELECTRICITY","0.6561"
"2022-09-12","ELECTRICITY","0.6561"
"2022-09-13","ELECTRICITY","0.6561"
"2022-09-14","ELECTRICITY","0.6558"
"2022-09-15","ELECTRICITY","0.6601"
"2022-09-16","ELECTRICITY","0.6607"
"2022-09-17","ELECTRICITY","0.6607"
"2022-09-18","ELECTRICITY","0.6607"
"2022-09-19","ELECTRICITY","0.6607"
"2022-09-20","ELECTRICITY","0.6607"
"2022-09-21","ELECTRICITY","0.6607"
"2022-09-22","ELECTRICITY","0.6901"
"2022-09-23","ELECTRICITY","0.6992"
"2022-09-24","ELECTRICITY","0.6997"
"2022-09-25","ELECTRICITY","0.6997"
"2022-09-26","ELECTRICITY","0.6997"
"2022-09-27","ELECTRICITY","0.6997"
"2022-09-28","ELECTRICITY","0.7019"
"2022-09-29","ELECTRICITY","0.6815"
"2022-09-30","ELECTRICITY","0.6931"
"2022-10-01","ELECTRICITY","0.7006"
"2022-10-02","ELECTRICITY","0.7006"
"2022-10-03","ELECTRICITY","0.7006"
"2022-10-04","ELECTRICITY","0.7004"
"2022-10-05","ELECTRICITY","0.7004"
"2022-10-06","ELECTRICITY","0.6454"
"2022-10-07","ELECTRICITY","0.6449"
"2022-10-08","ELECTRICITY","0.5869"
"2022-10-09","ELECTRICITY","0.5869"
"2022-10-10","ELECTRICITY","0.5906"
"2022-10-11","ELECTRICITY","0.6933"
"2022-10-12","ELECTRICITY","0.6937"
"2022-10-13","ELECTRICITY","0.6778"
"2022-10-14","ELECTRICITY","0.6778"
"2022-10-15","ELECTRICITY","0.6760"
"2022-10-16","ELECTRICITY","0.6760"
"2022-10-17","ELECTRICITY","0.6760"
"2022-10-18","ELECTRICITY","0.6727"
"2022-10-19","ELECTRICITY","0.6640"
"2022-10-20","ELECTRICITY","0.6603"
"2022-10-21","ELECTRICITY","0.6582"
"2022-10-22","ELECTRICITY","0.6521"
"2022-10-23","ELECTRICITY","0.6521"
"2022-10-24","ELECTRICITY","0.6521"
"2022-10-25","ELECTRICITY","0.6276"
"2022-10-26","ELECTRICITY","0.6235"
"2022-10-27","ELECTRICITY","0.6210"
"2022-10-28","ELECTRICITY","0.6176"
"2022-10-29","ELECTRICITY","0.6077"
"2022-10-30","ELECTRICITY","0.6077"
"2022-10-31","ELECTRICITY","0.6077"
"2022-11-01","ELECTRICITY","0.5980"
"2022-11-02","ELECTRICITY","0.5923"
"2022-11-03","ELECTRICITY","0.5871"
"2022-11-04","ELECTRICITY","0.5805"
"2022-11-05","ELECTRICITY","0.5690"
"2022-11-06","ELECTRICITY","0.5690"
"2022-11-07","ELECTRICITY","0.5689"
"2022-11-08","ELECTRICITY","0.5612"
"2022-11-09","ELECTRICITY","0.5525"
"2022-11-10","ELECTRICITY","0.5440"
"2022-11-11","ELECTRICITY","0.5333"
"2022-11-12","ELECTRICITY","0.5192"
"2022-11-13","ELECTRICITY","0.5192"
"2022-11-14","ELECTRICITY","0.5192"
"2022-11-15","ELECTRICITY","0.5079"
"2022-11-16","ELECTRICITY","0.4990"
"2022-11-17","ELECTRICITY","0.4939"
"2022-11-18","ELECTRICITY","0.4863"
"2022-11-19","ELECTRICITY","0.4727"
"2022-11-20","ELECTRICITY","0.4727"
"2022-11-21","ELECTRICITY","0.4727"
"2022-11-22","ELECTRICITY","0.4696"
"2022-11-23","ELECTRICITY","0.4640"
"2022-11-24","ELECTRICITY","0.4608"
"2022-11-25","ELECTRICITY","0.4571"
"2022-11-26","ELECTRICITY","0.4462"
"2022-11-27","ELECTRICITY","0.4462"
"2022-11-28","ELECTRICITY","0.4462"
"2022-11-29","ELECTRICITY","0.4555"
"2022-11-30","ELECTRICITY","0.4625"
"2022-12-01","ELECTRICITY","0.4627"
"2022-12-02","ELECTRICITY","0.4621"
"2022-12-03","ELECTRICITY","0.4588"
"2022-12-04","ELECTRICITY","0.4588"
"2022-12-05","ELECTRICITY","0.4588"
"2022-12-06","ELECTRICITY","0.4640"
"2022-12-07","ELECTRICITY","0.4644"
"2022-12-08","ELECTRICITY","0.4661"
"2022-12-09","ELECTRICITY","0.4698"
"2022-12-10","ELECTRICITY","0.4698"
"2022-12-11","ELECTRICITY","0.4698"
"2022-12-12","ELECTRICITY","0.4688"
"2022-12-13","ELECTRICITY","0.4761"
"2022-12-14","ELECTRICITY","0.4714"
"2022-12-15","ELECTRICITY","0.4679"
"2022-12-16","ELECTRICITY","0.4721"
"2022-12-17","ELECTRICITY","0.4721"
"2022-12-18","ELECTRICITY","0.4721"
"2022-12-19","ELECTRICITY","0.4719"
"2022-12-20","ELECTRICITY","0.4719"
"2022-12-21","ELECTRICITY","0.4719"
"2022-12-22","ELECTRICITY","0.4719"
"2022-12-23","ELECTRICITY","0.5412"
"2022-12-24","ELECTRICITY","0.5412"
"2022-12-25","ELECTRICITY","0.5412"
"2022-12-26","ELECTRICITY","0.4506"
"2022-12-27","ELECTRICITY","0.4506"
"2022-12-28","ELECTRICITY","0.4407"
"2022-12-29","ELECTRICITY","0.4584"
"2022-12-30","ELECTRICITY","0.4545"
"2022-12-31","ELECTRICITY","0.4545"
"2023-01-01","ELECTRICITY","0.4545"
"2023-01-02","ELECTRICITY","0.4369"
"2023-01-03","ELECTRICITY","0.4372"
"2023-01-04","ELECTRICITY","0.4349"
"2023-01-05","ELECTRICITY","0.4311"
"2023-01-06","ELECTRICITY","0.4268"
"2023-01-07","ELECTRICITY","0.4268"
"2023-01-08","ELECTRICITY","0.4268"
"2023-01-09","ELECTRICITY","0.4175"
"2023-01-10","ELECTRICITY","0.4185"
"2023-01-11","ELECTRICITY","0.4269"
"2023-01-12","ELECTRICITY","0.4218"
"2023-01-13","ELECTRICITY","0.4218"
"2023-01-14","ELECTRICITY","0.4218"
"2023-01-15","ELECTRICITY","0.4218"
"2023-01-16","ELECTRICITY","0.4156"
"2023-01-17","ELECTRICITY","0.4011"
"2023-01-18","ELECTRICITY","0.3950"
"2023-01-19","ELECTRICITY","0.3863"
"2023-01-20","ELECTRICITY","0.3826"
"2023-01-21","ELECTRICITY","0.3826"
"2023-01-22","ELECTRICITY","0.3826"
"2023-01-23","ELECTRICITY","0.3802"
"2023-01-24","ELECTRICITY","0.3851"
"2023-01-25","ELECTRICITY","0.3881"
"2023-01-26","ELECTRICITY","0.3863"
"2023-01-27","ELECTRICITY","0.3793"
"2023-01-28","ELECTRICITY","0.3793"
"2023-01-29","ELECTRICITY","0.3793"
"2023-01-30","ELECTRICITY","0.3747"
"2023-01-31","ELECTRICITY","0.3709"
"2023-02-01","ELECTRICITY","0.3767"
"2023-02-02","ELECTRICITY","0.3778"
"2023-02-03","ELECTRICITY","0.3756"
"2023-02-04","ELECTRICITY","0.3756"
"2023-02-05","ELECTRICITY","0.3756"
"2023-02-06","ELECTRICITY","0.3741"
"2023-02-07","ELECTRICITY","0.3757"
"2023-02-08","ELECTRICITY","0.3832"
"2023-02-09","ELECTRICITY","0.3796"
"2023-02-10","ELECTRICITY","0.3759"
"2023-02-11","ELECTRICITY","0.3759"
"2023-02-12","ELECTRICITY","0.3759"
"2023-02-13","ELECTRICITY","0.3684"
"2023-02-14","ELECTRICITY","0.3714"
"2023-02-15","ELECTRICITY","0.3705"
"2023-02-16","ELECTRICITY","0.3673"
"2023-02-17","ELECTRICITY","0.3657"
"2023-02-18","ELECTRICITY","0.3657"
"2023-02-19","ELECTRICITY","0.3657"
"2023-02-20","ELECTRICITY","0.3650"
"2023-02-21","ELECTRICITY","0.3644"
"2023-02-22","ELECTRICITY","0.3623"
"2023-02-23","ELECTRICITY","0.3613"
"2023-02-24","ELECTRICITY","0.3587"
"2023-02-25","ELECTRICITY","0.3587"
"2023-02-26","ELECTRICITY","0.3587"
"2023-02-27","ELECTRICITY","0.3587"
"2023-02-28","ELECTRICITY","0.3593"
"2023-03-01","ELECTRICITY","0.3605"
"2023-03-02","ELECTRICITY","0.3652"
"2023-03-03","ELECTRICITY","0.3661"
"2023-03-04","ELECTRICITY","0.3661"
"2023-03-05","ELECTRICITY","0.3661"
"2023-03-06","ELECTRICITY","0.3577"
"2023-03-07","ELECTRICITY","0.3587"
"2023-03-08","ELECTRICITY","0.3551"
"2023-03-09","ELECTRICITY","0.3551"
"2023-03-10","ELECTRICITY","0.3513"
"2023-03-11","ELECTRICITY","0.3513"
"2023-03-12","ELECTRICITY","0.3513"
"2023-03-13","ELECTRICITY","0.3462"
"2023-03-14","ELECTRICITY","0.3497"
"2023-03-15","ELECTRICITY","0.3477"
"2023-03-16","ELECTRICITY","0.3460"
"2023-03-17","ELECTRICITY","0.3444"
"2023-03-18","ELECTRICITY","0.3444"
"2023-03-19","ELECTRICITY","0.3444"
"2023-03-20","ELECTRICITY","0.3413"
"2023-03-21","ELECTRICITY","0.3371"
"2023-03-22","ELECTRICITY","0.3354"
"2023-03-23","ELECTRICITY","0.3344"
"2023-03-24","ELECTRICITY","0.3296"
"2023-03-25","ELECTRICITY","0.3296"
"2023-03-26","ELECTRICITY","0.3296"
"2023-03-27","ELECTRICITY","0.3151"
"2023-03-28","ELECTRICITY","0.3163"
"2023-03-29","ELECTRICITY","0.3172"
"2023-03-30","ELECTRICITY","0.3327"
"2023-03-31","ELECTRICITY","0.3357"
"2023-04-01","ELECTRICITY","0.3357"
"2023-04-02","ELECTRICITY","0.3357"
"2023-04-03","ELECTRICITY","0.3291"
"2023-04-04","ELECTRICITY","0.3339"
"2023-04-05","ELECTRICITY","0.3362"
"2023-04-06","ELECTRICITY","0.3392"
"2023-04-07","ELECTRICITY","0.3393"
"2023-04-08","ELECTRICITY","0.3393"
"2023-04-09","ELECTRICITY","0.3393"
"2023-04-10","ELECTRICITY","0.3393"
"2023-04-11","ELECTRICITY","0.3393"
"2023-04-12","ELECTRICITY","0.3393"
"2023-04-13","ELECTRICITY","0.3381"
"2023-04-14","ELECTRICITY","0.3383"
"2023-04-15","ELECTRICITY","0.3383"
"2023-04-16","ELECTRICITY","0.3383"
"2023-04-17","ELECTRICITY","0.3375"
"2023-04-18","ELECTRICITY","0.3438"
"2023-04-19","ELECTRICITY","0.3435"
"2023-04-20","ELECTRICITY","0.3530"
"2023-04-21","ELECTRICITY","0.3019"
"2023-04-22","ELECTRICITY","0.3019"
"2023-04-23","ELECTRICITY","0.3019"
"2023-04-24","ELECTRICITY","0.3017"
"2023-04-25","ELECTRICITY","0.3184"
"2023-04-26","ELECTRICITY","0.3199"
"2023-04-27","ELECTRICITY","0.3272"
"2023-04-28","ELECTRICITY","0.3269"
"2023-04-29","ELECTRICITY","0.3269"
"2023-04-30","ELECTRICITY","0.3269"
"2023-05-01","ELECTRICITY","0.3208"
"2023-05-02","ELECTRICITY","0.3208"
"2023-05-03","ELECTRICITY","0.3196"
"2023-05-04","ELECTRICITY","0.3262"
"2023-05-05","ELECTRICITY","0.3278"
"2023-05-06","ELECTRICITY","0.3278"
"2023-05-07","ELECTRICITY","0.3278"
"2023-05-08","ELECTRICITY","0.3210"
"2023-05-09","ELECTRICITY","0.3243"
"2023-05-10","ELECTRICITY","0.3243"
"2023-05-11","ELECTRICITY","0.3225"
"2023-05-12","ELECTRICITY","0.3232"
"2023-05-13","ELECTRICITY","0.3232"
"2023-05-14","ELECTRICITY","0.3232"
"2023-05-15","ELECTRICITY","0.3113"
"2023-05-16","ELECTRICITY","0.3217"
"2023-05-17","ELECTRICITY","0.3158"
"2023-05-18","ELECTRICITY","0.3113"
"2023-05-19","ELECTRICITY","0.3113"
"2023-05-20","ELECTRICITY","0.3113"
"2023-05-21","ELECTRICITY","0.3113"
"2023-05-22","ELECTRICITY","0.3068"
"2023-05-23","ELECTRICITY","0.3079"
"2023-05-24","ELECTRICITY","0.3086"
"2023-05-25","ELECTRICITY","0.3097"
"2023-05-26","ELECTRICITY","0.3089"
"2023-05-27","ELECTRICITY","0.3089"
"2023-05-28","ELECTRICITY","0.3089"
"2023-05-29","ELECTRICITY","0.3032"
"2023-05-30","ELECTRICITY","0.3032"
"2023-05-31","ELECTRICITY","0.3043"
"2023-06-01","ELECTRICITY","0.3034"
"2023-06-02","ELECTRICITY","0.3000"
"2023-06-03","ELECTRICITY","0.3000"
"2023-06-04","ELECTRICITY","0.3000"
"2023-06-05","ELECTRICITY","0.2968"
"2023-06-06","ELECTRICITY","0.2922"
"2023-06-07","ELECTRICITY","0.2923"
"2023-06-08","ELECTRICITY","0.2917"
"2023-06-09","ELECTRICITY","0.2917"
"2023-06-10","ELECTRICITY","0.2917"
"2023-06-11","ELECTRICITY","0.2917"
"2023-06-12","ELECTRICITY","0.2897"
"2023-06-13","ELECTRICITY","0.2938"
"2023-06-14","ELECTRICITY","0.2924"
"2023-06-15","ELECTRICITY","0.2915"
"2023-06-16","ELECTRICITY","0.2855"
"2023-06-17","ELECTRICITY","0.2855"
"2023-06-18","ELECTRICITY","0.2855"
"2023-06-19","ELECTRICITY","0.2825"
"2023-06-20","ELECTRICITY","0.2799"
"2023-06-21","ELECTRICITY","0.2794"
"2023-06-22","ELECTRICITY","0.2827"
"2023-06-23","ELECTRICITY","0.2881"
"2023-06-24","ELECTRICITY","0.2881"
"2023-06-25","ELECTRICITY","0.2881"
"2023-06-26","ELECTRICITY","0.2837"
"2023-06-27","ELECTRICITY","0.2842"
"2023-06-28","ELECTRICITY","0.2828"
"2023-06-29","ELECTRICITY","0.2826"
"2023-06-30","ELECTRICITY","0.2825"
"2023-07-01","ELECTRICITY","0.2825"
"2023-07-02","ELECTRICITY","0.2825"
"2023-07-03","ELECTRICITY","0.2828"
"2023-07-04","ELECTRICITY","0.2828"
"2023-07-05","ELECTRICITY","0.2847"
"2023-07-06","ELECTRICITY","0.2927"
"2023-07-07","ELECTRICITY","0.2927"
"2023-07-08","ELECTRICITY","0.2927"
"2023-07-09","ELECTRICITY","0.2927"
"2023-07-10","ELECTRICITY","0.2903"
"2023-07-11","ELECTRICITY","0.2899"
"2023-07-12","ELECTRICITY","0.2884"
"2023-07-13","ELECTRICITY","0.2873"
"2023-07-14","ELECTRICITY","0.2986"
"2023-07-15","ELECTRICITY","0.2986"
"2023-07-16","ELECTRICITY","0.2986"
"2023-07-17","ELECTRICITY","0.2961"
"2023-07-18","ELECTRICITY","0.2947"
"2023-07-19","ELECTRICITY","0.2958"
"2023-07-20","ELECTRICITY","0.2957"
"2023-07-21","ELECTRICITY","0.2961"
"2023-07-22","ELECTRICITY","0.2961"
"2023-07-23","ELECTRICITY","0.2961"
"2023-07-24","ELECTRICITY","0.2956"
"2023-07-25","ELECTRICITY","0.2975"
"2023-07-26","ELECTRICITY","0.2965"
"2023-07-27","ELECTRICITY","0.2962"
"2023-07-28","ELECTRICITY","0.2976"
"2023-07-29","ELECTRICITY","0.2976"
"2023-07-30","ELECTRICITY","0.2976"
"2023-07-31","ELECTRICITY","0.2945"
"2023-08-01","ELECTRICITY","0.2984"
"2023-08-02","ELECTRICITY","0.2983"
"2023-08-03","ELECTRICITY","0.2968"
"2023-08-04","ELECTRICITY","0.2965"
"2023-08-05","ELECTRICITY","0.2965"
"2023-08-06","ELECTRICITY","0.2965"
"2023-08-07","ELECTRICITY","0.2932"
"2023-08-08","ELECTRICITY","0.2952"
"2023-08-09","ELECTRICITY","0.2955"
"2023-08-10","ELECTRICITY","0.2950"
"2023-08-11","ELECTRICITY","0.2947"
"2023-08-12","ELECTRICITY","0.2947"
"2023-08-13","ELECTRICITY","0.2947"
"2023-08-14","ELECTRICITY","0.2887"
"2023-08-15","ELECTRICITY","0.2949"
"2023-08-16","ELECTRICITY","0.2938"
"2023-08-17","ELECTRICITY","0.2940"
"2023-08-18","ELECTRICITY","0.3023"
"2023-08-19","ELECTRICITY","0.3023"
"2023-08-20","ELECTRICITY","0.3023"
"2023-08-21","ELECTRICITY","0.2985"
"2023-08-22","ELECTRICITY","0.3048"
"2023-08-23","ELECTRICITY","0.3057"
"2023-08-24","ELECTRICITY","0.3060"
"2023-08-25","ELECTRICITY","0.3067"
"2023-08-26","ELECTRICITY","0.3067"
"2023-08-27","ELECTRICITY","0.3067"
"2023-08-28","ELECTRICITY","0.3026"
"2023-08-29","ELECTRICITY","0.3017"
"2023-08-30","ELECTRICITY","0.3017"
"2023-08-31","ELECTRICITY","0.3019"
"2023-09-01","ELECTRICITY","0.3040"
"2023-09-02","ELECTRICITY","0.3040"
"2023-09-03","ELECTRICITY","0.3040"
"2023-09-04","ELECTRICITY","0.2997"
"2023-09-05","ELECTRICITY","0.3043"
"2023-09-06","ELECTRICITY","0.3039"
"2023-09-07","ELECTRICITY","0.3037"
"2023-09-08","ELECTRICITY","0.3027"
"2023-09-09","ELECTRICITY","0.3027"
"2023-09-10","ELECTRICITY","0.3027"
"2023-09-11","ELECTRICITY","0.3003"
"2023-09-12","ELECTRICITY","0.2995"
"2023-09-13","ELECTRICITY","0.2984"
"2023-09-14","ELECTRICITY","0.2974"
"2023-09-15","ELECTRICITY","0.2986"
"2023-09-16","ELECTRICITY","0.2986"
"2023-09-17","ELECTRICITY","0.2986"
"2023-09-18","ELECTRICITY","0.2918"
"2023-09-19","ELECTRICITY","0.2997"
"2023-09-20","ELECTRICITY","0.2989"
"2023-09-21","ELECTRICITY","0.2982"
"2023-09-22","ELECTRICITY","0.2965"
"2023-09-23","ELECTRICITY","0.2965"
"2023-09-24","ELECTRICITY","0.2965"
"2023-09-25","ELECTRICITY","0.2942"
"2023-09-26","ELECTRICITY","0.2956"
"2023-09-27","ELECTRICITY","0.2975"
"2023-09-28","ELECTRICITY","0.2974"
"2023-09-29","ELECTRICITY","0.2974"
"2023-09-30","ELECTRICITY","0.2974"
"2023-10-01","ELECTRICITY","0.2974"
"2023-10-02","ELECTRICITY","0.2936"
"2023-10-03","ELECTRICITY","0.2956"
"2023-10-04","ELECTRICITY","0.2956"
"2023-10-05","ELECTRICITY","0.2941"
"2023-10-06","ELECTRICITY","0.2926"
"2023-10-07","ELECTRICITY","0.2926"
"2023-10-08","ELECTRICITY","0.2926"
"2023-10-09","ELECTRICITY","0.2903"
"2023-10-10","ELECTRICITY","0.2919"
"2023-10-11","ELECTRICITY","0.2870"
"2023-10-12","ELECTRICITY","0.2869"
"2023-10-13","ELECTRICITY","0.2870"
"2023-10-14","ELECTRICITY","0.2870"
"2023-10-15","ELECTRICITY","0.2870"
"2023-10-16","ELECTRICITY","0.2868"
"2023-10-17","ELECTRICITY","0.2889"
"2023-10-18","ELECTRICITY","0.2902"
"2023-10-19","ELECTRICITY","0.2902"
"2023-10-20","ELECTRICITY","0.2916"
"2023-10-21","ELECTRICITY","0.2916"
"2023-10-22","ELECTRICITY","0.2916"
"2023-10-23","ELECTRICITY","0.2996"
"2023-10-24","ELECTRICITY","0.2936"
"2023-10-25","ELECTRICITY","0.2956"
"2023-10-26","ELECTRICITY","0.2961"
"2023-10-27","ELECTRICITY","0.2965"
"2023-10-28","ELECTRICITY","0.2965"
"2023-10-29","ELECTRICITY","0.2965"
"2023-10-30","ELECTRICITY","0.2933"
"2023-10-31","ELECTRICITY","0.2964"
"2023-11-01","ELECTRICITY","0.2964"
"2023-11-02","ELECTRICITY","0.2964"
"2023-11-03","ELECTRICITY","0.2962"
"2023-11-04","ELECTRICITY","0.2962"
"2023-11-05","ELECTRICITY","0.2962"
"2023-11-06","ELECTRICITY","0.2910"
"2023-11-07","ELECTRICITY","0.2915"
"2023-11-08","ELECTRICITY","0.2884"
"2023-11-09","ELECTRICITY","0.2884"
"2023-11-10","ELECTRICITY","0.2657"
"2023-11-11","ELECTRICITY","0.2657"
"2023-11-12","ELECTRICITY","0.2657"
"2023-11-13","ELECTRICITY","0.2707"
"2023-11-14","ELECTRICITY","0.2822"
"2023-11-15","ELECTRICITY","0.2820"
"2023-11-16","ELECTRICITY","0.2823"
"2023-11-17","ELECTRICITY","0.2870"
"2023-11-18","ELECTRICITY","0.2870"
"2023-11-19","ELECTRICITY","0.2870"
"2023-11-20","ELECTRICITY","0.2871"
"2023-11-21","ELECTRICITY","0.2879"
"2023-11-22","ELECTRICITY","0.2880"
"2023-11-23","ELECTRICITY","0.2880"
"2023-11-24","ELECTRICITY","0.2874"
"2023-11-25","ELECTRICITY","0.2874"
"2023-11-26","ELECTRICITY","0.2874"
"2023-11-27","ELECTRICITY","0.2866"
"2023-11-28","ELECTRICITY","0.2879"
"2023-11-29","ELECTRICITY","0.2877"
"2023-11-30","ELECTRICITY","0.2876"
"2023-12-01","ELECTRICITY","0.2819"
"2023-12-02","ELECTRICITY","0.2819"
"2023-12-03","ELECTRICITY","0.2819"
"2023-12-04","ELECTRICITY","0.2812"
"2023-12-05","ELECTRICITY","0.2816"
"2023-12-06","ELECTRICITY","0.2816"
"2023-12-07","ELECTRICITY","0.2816"
"2023-12-08","ELECTRICITY","0.2755"
"2023-12-09","ELECTRICITY","0.2755"
"2023-12-10","ELECTRICITY","0.2755"
"2023-12-11","ELECTRICITY","0.2754"
"2023-12-12","ELECTRICITY","0.2751"
"2023-12-13","ELECTRICITY","0.2752"
"2023-12-14","ELECTRICITY","0.2752"
"2023-12-15","ELECTRICITY","0.2770"
"2023-12-16","ELECTRICITY","0.2770"
"2023-12-17","ELECTRICITY","0.2770"
"2023-12-18","ELECTRICITY","0.2770"
"2023-12-19","ELECTRICITY","0.2770"
"2023-12-20","ELECTRICITY","0.2770"
"2023-12-21","ELECTRICITY","0.2934"
"2023-12-22","ELECTRICITY","0.2778"
"2023-12-23","ELECTRICITY","0.2778"
"2023-12-24","ELECTRICITY","0.2778"
"2023-12-25","ELECTRICITY","0.2778"
"2023-12-26","ELECTRICITY","0.2778"
"2023-12-27","ELECTRICITY","0.2778"
"2023-12-28","ELECTRICITY","0.2717"
"2023-12-29","ELECTRICITY","0.2717"
"2023-12-30","ELECTRICITY","0.2717"
"2023-12-31","ELECTRICITY","0.2717"
"2024-01-01","ELECTRICITY","0.2717"
"2024-01-02","ELECTRICITY","0.2717"
"2024-01-03","ELECTRICITY","0.2763"
"2024-01-04","ELECTRICITY","0.2766"
"2024-01-05","ELECTRICITY","0.2764"
"2024-01-06","ELECTRICITY","0.2764"
"2024-01-07","ELECTRICITY","0.2764"
"2024-01-08","ELECTRICITY","0.2776"
"2024-01-09","ELECTRICITY","0.2777"
"2024-01-10","ELECTRICITY","0.2800"
"2024-01-11","ELECTRICITY","0.2799"
"2024-01-12","ELECTRICITY","0.2800"
"2024-01-13","ELECTRICITY","0.2800"
"2024-01-14","ELECTRICITY","0.2800"
"2024-01-15","ELECTRICITY","0.2789"
"2024-01-16","ELECTRICITY","0.2736"
"2024-01-17","ELECTRICITY","0.2736"
"2024-01-18","ELECTRICITY","0.2736"
"2024-01-19","ELECTRICITY","0.2735"
"2024-01-20","ELECTRICITY","0.2735"
"2024-01-21","ELECTRICITY","0.2735"
"2024-01-22","ELECTRICITY","0.2735"
"2024-01-23","ELECTRICITY","0.2676"
"2024-01-24","ELECTRICITY","0.2676"
"2024-01-25","ELECTRICITY","0.2676"
"2024-01-26","ELECTRICITY","0.2675"
"2024-01-27","ELECTRICITY","0.2675"
"2024-01-28","ELECTRICITY","0.2675"
"2024-01-29","ELECTRICITY","0.2655"
"2024-01-30","ELECTRICITY","0.2675"
"2024-01-31","ELECTRICITY","0.2586"
"2024-02-01","ELECTRICITY","0.2586"
"2024-02-02","ELECTRICITY","0.2586"
"2024-02-03","ELECTRICITY","0.2586"
"2024-02-04","ELECTRICITY","0.2586"
"2024-02-05","ELECTRICITY","0.2586"
"2024-02-06","ELECTRICITY","0.2586"
"2024-02-07","ELECTRICITY","0.2586"
"2024-02-08","ELECTRICITY","0.2586"
"2024-02-09","ELECTRICITY","0.2586"
"2024-02-10","ELECTRICITY","0.2586"
"2024-02-11","ELECTRICITY","0.2586"
"2024-02-12","ELECTRICITY","0.2586"
"2024-02-13","ELECTRICITY","0.2574"
"2024-02-14","ELECTRICITY","0.2531"
"2024-02-15","ELECTRICITY","0.2495"
"2024-02-16","ELECTRICITY","0.2494"
"2024-02-17","ELECTRICITY","0.2494"
"2024-02-18","ELECTRICITY","0.2494"
"2024-02-19","ELECTRICITY","0.2535"
"2024-02-20","ELECTRICITY","0.2536"
"2024-02-21","ELECTRICITY","0.2557"
"2024-02-22","ELECTRICITY","0.2558"
"2024-02-23","ELECTRICITY","0.2558"
"2024-02-24","ELECTRICITY","0.2558"
"2024-02-25","ELECTRICITY","0.2558"
"2024-02-26","ELECTRICITY","0.2557"
"2024-02-27","ELECTRICITY","0.2558"
"2024-02-28","ELECTRICITY","0.2557"
"2024-02-29","ELECTRICITY","0.2557"
"2024-03-01","ELECTRICITY","0.2557"
"2024-03-02","ELECTRICITY","0.2557"
"2024-03-03","ELECTRICITY","0.2557"
"2024-03-04","ELECTRICITY","0.2557"
"2024-03-05","ELECTRICITY","0.2557"
"2024-03-06","ELECTRICITY","0.2557"
"2024-03-07","ELECTRICITY","0.2583"
"2024-03-08","ELECTRICITY","0.2583"
"2024-03-09","ELECTRICITY","0.2583"
"2024-03-10","ELECTRICITY","0.2583"
"2024-03-11","ELECTRICITY","0.2583"
"2024-03-12","ELECTRICITY","0.2581"
"2024-03-13","ELECTRICITY","0.2559"
"2024-03-14","ELECTRICITY","0.2558"
"2024-03-15","ELECTRICITY","0.2559"
"2024-03-16","ELECTRICITY","0.2559"
"2024-03-17","ELECTRICITY","0.2559"
"2024-03-18","ELECTRICITY","0.2558"
"2024-03-19","ELECTRICITY","0.2558"
"2024-03-20","ELECTRICITY","0.2559"
"2024-03-21","ELECTRICITY","0.2559"
"2024-03-22","ELECTRICITY","0.2597"
"2024-03-23","ELECTRICITY","0.2597"
"2024-03-24","ELECTRICITY","0.2597"
"2024-03-25","ELECTRICITY","0.2594"
"2024-03-26","ELECTRICITY","0.2597"
"2024-03-27","ELECTRICITY","0.2597"
"2024-03-28","ELECTRICITY","0.2622"
"2024-03-29","ELECTRICITY","0.2605"
"2024-03-30","ELECTRICITY","0.2605"
"2024-03-31","ELECTRICITY","0.2605"
"2024-04-01","ELECTRICITY","0.2605"
"2024-04-02","ELECTRICITY","0.2605"
"2024-04-03","ELECTRICITY","0.2594"
"2024-04-04","ELECTRICITY","0.2611"
"2024-04-05","ELECTRICITY","0.2594"
"2024-04-06","ELECTRICITY","0.2591"
"2024-04-07","ELECTRICITY","0.2591"
"2024-04-08","ELECTRICITY","0.2591"
