"DATE","PRODUCT","WEIGHTED_AVG_IN_EURO"
"2023-02-14","GAS","0.1193"
"2023-02-15","GAS","0.1183"
"2023-02-16","GAS","0.1180"
"2023-02-17","GAS","0.1176"
"2023-02-18","GAS","0.1176"
"2023-02-19","GAS","0.1176"
"2023-02-20","GAS","0.1158"
"2023-02-21","GAS","0.1146"
"2023-02-22","GAS","0.1142"
"2023-02-23","GAS","0.1134"
"2023-02-24","GAS","0.1132"
"2023-02-25","GAS","0.1132"
"2023-02-26","GAS","0.1132"
"2023-02-27","GAS","0.1121"
"2023-02-28","GAS","0.1120"
"2023-03-01","GAS","0.1123"
"2023-03-02","GAS","0.1136"
"2023-03-03","GAS","0.1123"
"2023-03-04","GAS","0.1123"
"2023-03-05","GAS","0.1123"
"2023-03-06","GAS","0.1117"
"2023-03-07","GAS","0.1116"
"2023-03-08","GAS","0.1106"
"2023-03-09","GAS","0.1106"
"2023-03-10","GAS","0.1096"
"2023-03-11","GAS","0.1096"
"2023-03-12","GAS","0.1096"
"2023-03-13","GAS","0.1088"
"2023-03-14","GAS","0.1087"
"2023-03-15","GAS","0.1081"
"2023-03-16","GAS","0.1081"
"2023-03-17","GAS","0.1078"
"2023-03-18","GAS","0.1078"
"2023-03-19","GAS","0.1078"
"2023-03-20","GAS","0.1069"
"2023-03-21","GAS","0.1068"
"2023-03-22","GAS","0.1062"
"2023-03-23","GAS","0.1059"
"2023-03-24","GAS","0.1052"
"2023-03-25","GAS","0.1052"
"2023-03-26","GAS","0.1052"
"2023-03-27","GAS","0.1036"
"2023-03-28","GAS","0.1029"
"2023-03-29","GAS","0.1014"
"2023-03-30","GAS","0.1021"
"2023-03-31","GAS","0.1018"
"2023-04-01","GAS","0.1018"
"2023-04-02","GAS","0.1018"
"2023-04-03","GAS","0.1013"
"2023-04-04","GAS","0.1015"
"2023-04-05","GAS","0.1050"
"2023-04-06","GAS","0.1042"
"2023-04-07","GAS","0.1057"
"2023-04-08","GAS","0.1057"
"2023-04-09","GAS","0.1057"
"2023-04-10","GAS","0.1057"
"2023-04-11","GAS","0.1057"
"2023-04-12","GAS","0.1057"
"2023-04-13","GAS","0.1053"
"2023-04-14","GAS","0.1053"
"2023-04-15","GAS","0.1053"
"2023-04-16","GAS","0.1053"
"2023-04-17","GAS","0.1052"
"2023-04-18","GAS","0.1060"
"2023-04-19","GAS","0.1055"
"2023-04-20","GAS","0.1060"
"2023-04-21","GAS","0.1055"
"2023-04-22","GAS","0.1055"
"2023-04-23","GAS","0.1055"
"2023-04-24","GAS","0.1044"
"2023-04-25","GAS","0.1043"
"2023-04-26","GAS","0.1038"
"2023-04-27","GAS","0.1032"
"2023-04-28","GAS","0.1032"
"2023-04-29","GAS","0.1032"
"2023-04-30","GAS","0.1032"
"2023-05-01","GAS","0.1028"
"2023-05-02","GAS","0.1028"
"2023-05-03","GAS","0.1028"
"2023-05-04","GAS","0.1029"
"2023-05-05","GAS","0.1029"
"2023-05-06","GAS","0.1029"
"2023-05-07","GAS","0.1029"
"2023-05-08","GAS","0.1028"
"2023-05-09","GAS","0.1027"
"2023-05-10","GAS","0.1026"
"2023-05-11","GAS","0.1017"
"2023-05-12","GAS","0.1017"
"2023-05-13","GAS","0.1017"
"2023-05-14","GAS","0.1017"
"2023-05-15","GAS","0.0991"
"2023-05-16","GAS","0.0991"
"2023-05-17","GAS","0.0983"
"2023-05-18","GAS","0.0983"
"2023-05-19","GAS","0.0983"
"2023-05-20","GAS","0.0983"
"2023-05-21","GAS","0.0983"
"2023-05-22","GAS","0.0963"
"2023-05-23","GAS","0.0963"
"2023-05-24","GAS","0.0942"
"2023-05-25","GAS","0.0948"
"2023-05-26","GAS","0.0938"
"2023-05-27","GAS","0.0938"
"2023-05-28","GAS","0.0938"
"2023-05-29","GAS","0.0924"
"2023-05-30","GAS","0.0924"
"2023-05-31","GAS","0.0921"
"2023-06-01","GAS","0.0914"
"2023-06-02","GAS","0.0912"
"2023-06-03","GAS","0.0912"
"2023-06-04","GAS","0.0912"
"2023-06-05","GAS","0.0903"
"2023-06-06","GAS","0.0903"
"2023-06-07","GAS","0.0895"
"2023-06-08","GAS","0.0893"
"2023-06-09","GAS","0.0893"
"2023-06-10","GAS","0.0893"
"2023-06-11","GAS","0.0893"
"2023-06-12","GAS","0.0886"
"2023-06-13","GAS","0.0886"
"2023-06-14","GAS","0.0886"
"2023-06-15","GAS","0.0882"
"2023-06-16","GAS","0.0866"
"2023-06-17","GAS","0.0866"
"2023-06-18","GAS","0.0866"
"2023-06-19","GAS","0.0901"
"2023-06-20","GAS","0.0902"
"2023-06-21","GAS","0.0900"
"2023-06-22","GAS","0.0906"
"2023-06-23","GAS","0.0917"
"2023-06-24","GAS","0.0917"
"2023-06-25","GAS","0.0917"
"2023-06-26","GAS","0.0899"
"2023-06-27","GAS","0.0899"
"2023-06-28","GAS","0.0896"
"2023-06-29","GAS","0.0896"
"2023-06-30","GAS","0.0896"
"2023-07-01","GAS","0.0896"
"2023-07-02","GAS","0.0896"
"2023-07-03","GAS","0.0864"
"2023-07-04","GAS","0.0860"
"2023-07-05","GAS","0.0862"
"2023-07-06","GAS","0.0901"
"2023-07-07","GAS","0.0903"
"2023-07-08","GAS","0.0903"
"2023-07-09","GAS","0.0903"
"2023-07-10","GAS","0.0902"
"2023-07-11","GAS","0.0908"
"2023-07-12","GAS","0.0913"
"2023-07-13","GAS","0.0898"
"2023-07-14","GAS","0.0898"
"2023-07-15","GAS","0.0898"
"2023-07-16","GAS","0.0898"
"2023-07-17","GAS","0.0901"
"2023-07-18","GAS","0.0901"
"2023-07-19","GAS","0.0899"
"2023-07-20","GAS","0.0899"
"2023-07-21","GAS","0.0898"
"2023-07-22","GAS","0.0898"
"2023-07-23","GAS","0.0898"
"2023-07-24","GAS","0.0899"
"2023-07-25","GAS","0.0898"
"2023-07-26","GAS","0.0896"
"2023-07-27","GAS","0.0897"
"2023-07-28","GAS","0.0895"
"2023-07-29","GAS","0.0895"
"2023-07-30","GAS","0.0895"
"2023-07-31","GAS","0.0898"
"2023-08-01","GAS","0.0898"
"2023-08-02","GAS","0.0910"
"2023-08-03","GAS","0.0909"
"2023-08-04","GAS","0.0908"
"2023-08-05","GAS","0.0908"
"2023-08-06","GAS","0.0908"
"2023-08-07","GAS","0.0908"
"2023-08-08","GAS","0.0905"
"2023-08-09","GAS","0.0904"
"2023-08-10","GAS","0.0901"
"2023-08-11","GAS","0.0900"
"2023-08-12","GAS","0.0900"
"2023-08-13","GAS","0.0900"
"2023-08-14","GAS","0.0891"
"2023-08-15","GAS","0.0894"
"2023-08-16","GAS","0.0910"
"2023-08-17","GAS","0.0909"
"2023-08-18","GAS","0.0911"
"2023-08-19","GAS","0.0911"
"2023-08-20","GAS","0.0911"
"2023-08-21","GAS","0.0900"
"2023-08-22","GAS","0.0900"
"2023-08-23","GAS","0.0900"
"2023-08-24","GAS","0.0901"
"2023-08-25","GAS","0.0901"
"2023-08-26","GAS","0.0901"
"2023-08-27","GAS","0.0901"
"2023-08-28","GAS","0.0900"
"2023-08-29","GAS","0.0898"
"2023-08-30","GAS","0.0898"
"2023-08-31","GAS","0.0898"
"2023-09-01","GAS","0.0898"
"2023-09-02","GAS","0.0898"
"2023-09-03","GAS","0.0898"
"2023-09-04","GAS","0.0899"
"2023-09-05","GAS","0.0907"
"2023-09-06","GAS","0.0907"
"2023-09-07","GAS","0.0905"
"2023-09-08","GAS","0.0904"
"2023-09-09","GAS","0.0904"
"2023-09-10","GAS","0.0904"
"2023-09-11","GAS","0.0902"
"2023-09-12","GAS","0.0901"
"2023-09-13","GAS","0.0899"
"2023-09-14","GAS","0.0897"
"2023-09-15","GAS","0.0896"
"2023-09-16","GAS","0.0896"
"2023-09-17","GAS","0.0896"
"2023-09-18","GAS","0.0895"
"2023-09-19","GAS","0.0896"
"2023-09-20","GAS","0.0896"
"2023-09-21","GAS","0.0893"
"2023-09-22","GAS","0.0891"
"2023-09-23","GAS","0.0891"
"2023-09-24","GAS","0.0891"
"2023-09-25","GAS","0.0891"
"2023-09-26","GAS","0.0893"
"2023-09-27","GAS","0.0896"
"2023-09-28","GAS","0.0892"
"2023-09-29","GAS","0.0892"
"2023-09-30","GAS","0.0892"
"2023-10-01","GAS","0.0892"
"2023-10-02","GAS","0.0889"
"2023-10-03","GAS","0.0886"
"2023-10-04","GAS","0.0886"
"2023-10-05","GAS","0.0882"
"2023-10-06","GAS","0.0880"
"2023-10-07","GAS","0.0880"
"2023-10-08","GAS","0.0880"
"2023-10-09","GAS","0.0878"
"2023-10-10","GAS","0.0877"
"2023-10-11","GAS","0.0875"
"2023-10-12","GAS","0.0875"
"2023-10-13","GAS","0.0874"
"2023-10-14","GAS","0.0874"
"2023-10-15","GAS","0.0874"
"2023-10-16","GAS","0.0873"
"2023-10-17","GAS","0.0873"
"2023-10-18","GAS","0.0873"
"2023-10-19","GAS","0.0872"
"2023-10-20","GAS","0.0872"
"2023-10-21","GAS","0.0872"
"2023-10-22","GAS","0.0872"
"2023-10-23","GAS","0.0940"
"2023-10-24","GAS","0.0872"
"2023-10-25","GAS","0.0872"
"2023-10-26","GAS","0.0872"
"2023-10-27","GAS","0.0871"
"2023-10-28","GAS","0.0871"
"2023-10-29","GAS","0.0871"
"2023-10-30","GAS","0.0873"
"2023-10-31","GAS","0.0870"
"2023-11-01","GAS","0.0870"
"2023-11-02","GAS","0.0869"
"2023-11-03","GAS","0.0870"
"2023-11-04","GAS","0.0870"
"2023-11-05","GAS","0.0870"
"2023-11-06","GAS","0.0875"
"2023-11-07","GAS","0.0875"
"2023-11-08","GAS","0.0870"
"2023-11-09","GAS","0.0870"
"2023-11-10","GAS","0.0857"
"2023-11-11","GAS","0.0857"
"2023-11-12","GAS","0.0857"
"2023-11-13","GAS","0.0852"
"2023-11-14","GAS","0.0850"
"2023-11-15","GAS","0.0849"
"2023-11-16","GAS","0.0849"
"2023-11-17","GAS","0.0844"
"2023-11-18","GAS","0.0844"
"2023-11-19","GAS","0.0844"
"2023-11-20","GAS","0.0845"
"2023-11-21","GAS","0.0844"
"2023-11-22","GAS","0.0844"
"2023-11-23","GAS","0.0843"
"2023-11-24","GAS","0.0840"
"2023-11-25","GAS","0.0840"
"2023-11-26","GAS","0.0840"
"2023-11-27","GAS","0.0838"
"2023-11-28","GAS","0.0839"
"2023-11-29","GAS","0.0839"
"2023-11-30","GAS","0.0838"
"2023-12-01","GAS","0.0837"
"2023-12-02","GAS","0.0837"
"2023-12-03","GAS","0.0837"
"2023-12-04","GAS","0.0833"
"2023-12-05","GAS","0.0831"
"2023-12-06","GAS","0.0831"
"2023-12-07","GAS","0.0840"
"2023-12-08","GAS","0.0837"
"2023-12-09","GAS","0.0837"
"2023-12-10","GAS","0.0837"
"2023-12-11","GAS","0.0836"
"2023-12-12","GAS","0.0833"
"2023-12-13","GAS","0.0832"
"2023-12-14","GAS","0.0831"
"2023-12-15","GAS","0.0830"
"2023-12-16","GAS","0.0830"
"2023-12-17","GAS","0.0830"
"2023-12-18","GAS","0.0829"
"2023-12-19","GAS","0.0829"
"2023-12-20","GAS","0.0829"
"2023-12-21","GAS","0.0830"
"2023-12-22","GAS","0.0827"
"2023-12-23","GAS","0.0827"
"2023-12-24","GAS","0.0827"
"2023-12-25","GAS","0.0826"
"2023-12-26","GAS","0.0826"
"2023-12-27","GAS","0.0826"
"2023-12-28","GAS","0.0826"
"2023-12-29","GAS","0.0825"
"2023-12-30","GAS","0.0825"
"2023-12-31","GAS","0.0825"
"2024-01-01","GAS","0.0825"
"2024-01-02","GAS","0.0825"
"2024-01-03","GAS","0.0824"
"2024-01-04","GAS","0.0823"
"2024-01-05","GAS","0.0823"
"2024-01-06","GAS","0.0823"
"2024-01-07","GAS","0.0823"
"2024-01-08","GAS","0.0819"
"2024-01-09","GAS","0.0818"
"2024-01-10","GAS","0.0812"
"2024-01-11","GAS","0.0811"
"2024-01-12","GAS","0.0808"
"2024-01-13","GAS","0.0808"
"2024-01-14","GAS","0.0808"
"2024-01-15","GAS","0.0802"
"2024-01-16","GAS","0.0800"
"2024-01-17","GAS","0.0794"
"2024-01-18","GAS","0.0789"
"2024-01-19","GAS","0.0788"
"2024-01-20","GAS","0.0788"
"2024-01-21","GAS","0.0788"
"2024-01-22","GAS","0.0760"
"2024-01-23","GAS","0.0760"
"2024-01-24","GAS","0.0756"
"2024-01-25","GAS","0.0746"
"2024-01-26","GAS","0.0744"
"2024-01-27","GAS","0.0744"
"2024-01-28","GAS","0.0744"
"2024-01-29","GAS","0.0720"
"2024-01-30","GAS","0.0718"
"2024-01-31","GAS","0.0719"
"2024-02-01","GAS","0.0718"
"2024-02-02","GAS","0.0718"
"2024-02-03","GAS","0.0718"
"2024-02-04","GAS","0.0718"
"2024-02-05","GAS","0.0711"
"2024-02-06","GAS","0.0709"
"2024-02-07","GAS","0.0709"
"2024-02-08","GAS","0.0711"
"2024-02-09","GAS","0.0708"
"2024-02-10","GAS","0.0708"
"2024-02-11","GAS","0.0708"
"2024-02-12","GAS","0.0697"
"2024-02-13","GAS","0.0696"
"2024-02-14","GAS","0.0691"
"2024-02-15","GAS","0.0682"
"2024-02-16","GAS","0.0677"
"2024-02-17","GAS","0.0677"
"2024-02-18","GAS","0.0677"
"2024-02-19","GAS","0.0673"
"2024-02-20","GAS","0.0675"
"2024-02-21","GAS","0.0669"
"2024-02-22","GAS","0.0667"
"2024-02-23","GAS","0.0666"
"2024-02-24","GAS","0.0666"
"2024-02-25","GAS","0.0666"
"2024-02-26","GAS","0.0660"
"2024-02-27","GAS","0.0657"
"2024-02-28","GAS","0.0654"
"2024-02-29","GAS","0.0651"
"2024-03-01","GAS","0.0650"
"2024-03-02","GAS","0.0650"
"2024-03-03","GAS","0.0650"
"2024-03-04","GAS","0.0577"
"2024-03-05","GAS","0.0648"
"2024-03-06","GAS","0.0649"
"2024-03-07","GAS","0.0647"
"2024-03-08","GAS","0.0661"
"2024-03-09","GAS","0.0661"
"2024-03-10","GAS","0.0661"
"2024-03-11","GAS","0.0661"
"2024-03-12","GAS","0.0659"
"2024-03-13","GAS","0.0657"
"2024-03-14","GAS","0.0654"
"2024-03-15","GAS","0.0652"
"2024-03-16","GAS","0.0652"
"2024-03-17","GAS","0.0652"
"2024-03-18","GAS","0.0644"
"2024-03-19","GAS","0.0647"
"2024-03-20","GAS","0.0652"
"2024-03-21","GAS","0.0671"
"2024-03-22","GAS","0.0670"
"2024-03-23","GAS","0.0670"
"2024-03-24","GAS","0.0670"
"2024-03-25","GAS","0.0669"
"2024-03-26","GAS","0.0662"
"2024-03-27","GAS","0.0663"
"2024-03-28","GAS","0.0664"
"2024-03-29","GAS","0.0669"
"2024-03-30","GAS","0.0669"
"2024-03-31","GAS","0.0669"
"2024-04-01","GAS","0.0695"
"2024-04-02","GAS","0.0695"
"2024-04-03","GAS","0.0732"
"2024-04-04","GAS","0.0757"
"2024-04-05","GAS","0.0755"
"2024-04-06","GAS","0.0755"
"2024-04-07","GAS","0.0755"
"2024-04-08","GAS","0.0745"
"2024-04-09","GAS","0.0743"
"2024-04-10","GAS","0.0736"
"2024-04-11","GAS","0.0739"
"2024-04-12","GAS","0.0746"
"2024-04-13","GAS","0.0746"
"2024-04-14","GAS","0.0746"
"2024-04-15","GAS","0.0761"
"2024-04-16","GAS","0.0761"
"2024-04-17","GAS","0.0761"
"2024-04-18","GAS","0.0760"
"2024-04-19","GAS","0.0762"
"2024-04-20","GAS","0.0771"
"2024-04-21","GAS","0.0771"
"2024-04-22","GAS","0.0771"
"2024-04-23","GAS","0.0774"
